scope_key,repeat_signature,n_repeats,pairwise_comparisons,exact_repeat_flip_rate,response_entropy
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0130"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.09375, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.05, ""CostCarCHF_scaled"": 0.123, ""distance_km_scaled"": 1.4}",2,1,0.0,-0.0
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0614"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.315, ""WaitingTimePT_scaled"": 0.15, ""MarginalCostPT_scaled"": 1.24, ""TimeCar_scaled"": 0.15, ""CostCarCHF_scaled"": 0.33875, ""distance_km_scaled"": 3.0}",2,1,0.0,-0.0
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0248"", ""semantic_labels"": 1, ""option_order"": ""SLOW_MODES|PT|CAR"", ""TimePT_scaled"": 1.14, ""WaitingTimePT_scaled"": 0.4, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 1.495, ""CostCarCHF_scaled"": 5.484, ""distance_km_scaled"": 85.7}",2,1,0.0,-0.0
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0292"", ""semantic_labels"": 1, ""option_order"": ""CAR|PT|SLOW_MODES"", ""TimePT_scaled"": 0.72, ""WaitingTimePT_scaled"": 0.25, ""MarginalCostPT_scaled"": 2.5, ""TimeCar_scaled"": 0.34, ""CostCarCHF_scaled"": 0.791, ""distance_km_scaled"": 10.8}",2,1,0.0,-0.0
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0130"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.075, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.05, ""CostCarCHF_scaled"": 0.123, ""distance_km_scaled"": 1.4}",2,1,0.0,-0.0
qwen3.5_9b,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0614"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.315, ""WaitingTimePT_scaled"": 0.15, ""MarginalCostPT_scaled"": 1.24, ""TimeCar_scaled"": 0.12, ""CostCarCHF_scaled"": 0.271, ""distance_km_scaled"": 3.0}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.225, ""CostCarCHF_scaled"": 0.635, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0328"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.275, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.5, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.254, ""distance_km_scaled"": 2.9}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0371"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.22, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.35, ""WaitingTimePT_scaled"": 0.2333333333333333, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0383"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.48, ""WaitingTimePT_scaled"": 0.3, ""MarginalCostPT_scaled"": 0.44, ""TimeCar_scaled"": 0.135, ""CostCarCHF_scaled"": 0.298, ""distance_km_scaled"": 3.8}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0685"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""dominance"", ""manipulation_type"": ""dominance"", ""scenario_id"": ""S0371"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.1666666666666666, ""MarginalCostPT_scaled"": 0.844, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""dominance"", ""manipulation_type"": ""dominance"", ""scenario_id"": ""S0685"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""label_mask_twin"", ""manipulation_type"": ""label_mask"", ""scenario_id"": ""S0371"", ""semantic_labels"": 0, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.22, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""label_mask_twin"", ""manipulation_type"": ""label_mask"", ""scenario_id"": ""S0685"", ""semantic_labels"": 0, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.28125, ""CostCarCHF_scaled"": 0.79375, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.4375, ""WaitingTimePT_scaled"": 0.2916666666666666, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0328"", ""semantic_labels"": 1, ""option_order"": ""CAR|PT|SLOW_MODES"", ""TimePT_scaled"": 0.275, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.5, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.254, ""distance_km_scaled"": 2.9}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0383"", ""semantic_labels"": 1, ""option_order"": ""CAR|PT|SLOW_MODES"", ""TimePT_scaled"": 0.48, ""WaitingTimePT_scaled"": 0.3, ""MarginalCostPT_scaled"": 0.44, ""TimeCar_scaled"": 0.135, ""CostCarCHF_scaled"": 0.298, ""distance_km_scaled"": 3.8}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.225, ""CostCarCHF_scaled"": 0.635, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
deepseek_r1_8b,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.35, ""WaitingTimePT_scaled"": 0.2333333333333333, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.225, ""CostCarCHF_scaled"": 0.635, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0328"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.275, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.5, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.254, ""distance_km_scaled"": 2.9}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0371"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.22, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.35, ""WaitingTimePT_scaled"": 0.2333333333333333, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0383"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.48, ""WaitingTimePT_scaled"": 0.3, ""MarginalCostPT_scaled"": 0.44, ""TimeCar_scaled"": 0.135, ""CostCarCHF_scaled"": 0.298, ""distance_km_scaled"": 3.8}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0685"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""dominance"", ""manipulation_type"": ""dominance"", ""scenario_id"": ""S0371"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.1666666666666666, ""MarginalCostPT_scaled"": 0.844, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""dominance"", ""manipulation_type"": ""dominance"", ""scenario_id"": ""S0685"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""label_mask_twin"", ""manipulation_type"": ""label_mask"", ""scenario_id"": ""S0371"", ""semantic_labels"": 0, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.27, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.22, ""TimeCar_scaled"": 0.11, ""CostCarCHF_scaled"": 0.244, ""distance_km_scaled"": 3.7}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""label_mask_twin"", ""manipulation_type"": ""label_mask"", ""scenario_id"": ""S0685"", ""semantic_labels"": 0, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 1.375, ""WaitingTimePT_scaled"": 0.95, ""MarginalCostPT_scaled"": 1.83, ""TimeCar_scaled"": 0.355, ""CostCarCHF_scaled"": 0.91, ""distance_km_scaled"": 11.6}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.28125, ""CostCarCHF_scaled"": 0.79375, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""monotonicity"", ""manipulation_type"": ""monotonicity"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.4375, ""WaitingTimePT_scaled"": 0.2916666666666666, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0328"", ""semantic_labels"": 1, ""option_order"": ""CAR|PT|SLOW_MODES"", ""TimePT_scaled"": 0.275, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.5, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.254, ""distance_km_scaled"": 2.9}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""order_twin"", ""manipulation_type"": ""order_randomization"", ""scenario_id"": ""S0383"", ""semantic_labels"": 1, ""option_order"": ""CAR|PT|SLOW_MODES"", ""TimePT_scaled"": 0.48, ""WaitingTimePT_scaled"": 0.3, ""MarginalCostPT_scaled"": 0.44, ""TimeCar_scaled"": 0.135, ""CostCarCHF_scaled"": 0.298, ""distance_km_scaled"": 3.8}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0007"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.9, ""WaitingTimePT_scaled"": 0.6833333333333333, ""MarginalCostPT_scaled"": 2.64, ""TimeCar_scaled"": 0.225, ""CostCarCHF_scaled"": 0.635, ""distance_km_scaled"": 8.9}",2,1,0.0,-0.0
pooled,"{""model_key"": ""deepseek_r1_8b"", ""human_id"": 54261409, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""paraphrase_twin"", ""manipulation_type"": ""paraphrase"", ""scenario_id"": ""S0378"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.35, ""WaitingTimePT_scaled"": 0.2333333333333333, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.13, ""CostCarCHF_scaled"": 0.275, ""distance_km_scaled"": 4.2}",2,1,0.0,-0.0
pooled,"{""model_key"": ""qwen3.5_9b"", ""human_id"": 28240523, ""prompt_arm"": ""semantic_arm"", ""task_role"": ""core"", ""manipulation_type"": ""core"", ""scenario_id"": ""S0130"", ""semantic_labels"": 1, ""option_order"": ""PT|CAR|SLOW_MODES"", ""TimePT_scaled"": 0.075, ""WaitingTimePT_scaled"": 0.0, ""MarginalCostPT_scaled"": 0.0, ""TimeCar_scaled"": 0.05, ""CostCarCHF_scaled"": 0.123, ""distance_km_scaled"": 1.4}",2,1,0.0,-0.0
