run_label,run_id,synthetic_respondent_id,persona_id,source_profile_id,source_baseline_id,survey_stratum,survey_text,group_code,purpose_code,purpose_text,first_class,first_class_text,ticket_code,ticket_text,who_code,who_text,luggage_code,luggage_text,age_code,age_text,male,sex_text,income_code,income_text,ga,ga_text,origin_code,origin_text,dest_code,dest_text,car_av,car_av_text,template_id,generated_at_utc,anchor_train_time,anchor_train_cost,anchor_sm_time,anchor_sm_cost,anchor_car_time,anchor_car_cost
ai_run_03,3,22,SMAI03_0022,574,710,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL054,2026-03-28T20:43:11.396187+00:00,125,146,49,164,220,130
ai_run_03,3,23,SMAI03_0023,467,887,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL025,2026-03-28T20:43:11.397193+00:00,220,210,91,254,220,145
ai_run_03,3,24,SMAI03_0024,772,640,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL014,2026-03-28T20:43:11.398698+00:00,251,128,114,172,220,130
ai_run_03,3,25,SMAI03_0025,744,502,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL088,2026-03-28T20:43:11.400704+00:00,136,121,81,158,90,60
ai_run_03,3,26,SMAI03_0026,232,272,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,2,age code 2,1,male,1,income code 1,0,does not have a GA travelcard,22,origin zone code 22,25,destination zone code 25,0,car is not available for this trip,S0_TPL031,2026-03-28T20:43:11.401710+00:00,120,52,97,71,0,0
ai_run_03,3,27,SMAI03_0027,569,842,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL039,2026-03-28T20:43:11.403710+00:00,125,136,49,155,120,80
ai_run_03,3,28,SMAI03_0028,93,256,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,1,has a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL156,2026-03-28T20:43:11.405710+00:00,113,0,58,0,70,66
ai_run_03,3,29,SMAI03_0029,354,98,0,survey stratum 0,2,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,1,luggage code 1,3,age code 3,1,male,4,income code 4,0,does not have a GA travelcard,20,origin zone code 20,25,destination zone code 25,1,car is available for this trip,S0_TPL172,2026-03-28T20:43:11.409421+00:00,140,4200,99,5460,80,150
ai_run_03,3,30,SMAI03_0030,730,617,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL009,2026-03-28T20:43:11.410973+00:00,104,76,49,90,90,60
ai_run_03,3,31,SMAI03_0031,780,914,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,18,destination zone code 18,1,car is available for this trip,S1_TPL005,2026-03-28T20:43:11.411492+00:00,186,184,78,218,230,120
ai_run_03,3,32,SMAI03_0032,595,480,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,0,payer code 0,0,no luggage,2,age code 2,1,male,0,income code 0,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL081,2026-03-28T20:43:11.413609+00:00,200,105,71,122,210,125
ai_run_03,3,33,SMAI03_0033,26,44,0,survey stratum 0,2,1,purpose code 1,0,second class,4,ticket category code 4,2,payer code 2,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S0_TPL032,2026-03-28T20:43:11.415151+00:00,120,2600,65,3380,90,55
ai_run_03,3,34,SMAI03_0034,104,65,0,survey stratum 0,2,1,purpose code 1,1,first class,8,ticket category code 8,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,1,car is available for this trip,S0_TPL031,2026-03-28T20:43:11.416179+00:00,184,84,71,105,140,90
ai_run_03,3,35,SMAI03_0035,621,664,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,2,destination zone code 2,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.417264+00:00,92,60,37,76,110,60
ai_run_03,3,36,SMAI03_0036,713,828,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S1_TPL001,2026-03-28T20:43:11.418297+00:00,167,76,112,87,150,105
ai_run_03,3,37,SMAI03_0037,773,545,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL022,2026-03-28T20:43:11.419331+00:00,105,32,50,41,90,55
ai_run_03,3,38,SMAI03_0038,922,546,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL001,2026-03-28T20:43:11.419331+00:00,240,57,164,66,210,125
ai_run_03,3,39,SMAI03_0039,50,79,0,survey stratum 0,2,1,purpose code 1,0,second class,6,ticket category code 6,3,payer code 3,1,luggage code 1,4,age code 4,1,male,2,income code 2,1,has a GA travelcard,17,origin zone code 17,2,destination zone code 2,1,car is available for this trip,S0_TPL008,2026-03-28T20:43:11.420337+00:00,104,0,80,0,80,80
ai_run_03,3,40,SMAI03_0040,20,335,0,survey stratum 0,2,1,purpose code 1,0,second class,2,ticket category code 2,2,payer code 2,1,luggage code 1,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL020,2026-03-28T20:43:11.421342+00:00,144,1850,89,2405,100,40
ai_run_03,3,41,SMAI03_0041,240,23,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,1,luggage code 1,4,age code 4,0,female,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,25,destination zone code 25,1,car is available for this trip,S0_TPL163,2026-03-28T20:43:11.424340+00:00,102,45,49,63,60,50
ai_run_03,3,42,SMAI03_0042,858,777,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,11,destination zone code 11,1,car is available for this trip,S1_TPL029,2026-03-28T20:43:11.425341+00:00,128,74,73,84,110,65
ai_run_03,3,43,SMAI03_0043,12,271,0,survey stratum 0,2,1,purpose code 1,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,0,car is not available for this trip,S0_TPL144,2026-03-28T20:43:11.427341+00:00,199,106,86,132,0,0
ai_run_03,3,44,SMAI03_0044,855,669,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,14,origin zone code 14,2,destination zone code 2,1,car is available for this trip,S1_TPL012,2026-03-28T20:43:11.428845+00:00,211,97,103,122,200,115
ai_run_03,3,45,SMAI03_0045,616,681,1,survey stratum 1,3,3,purpose code 3,0,second class,3,ticket category code 3,2,payer code 2,0,no luggage,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,22,origin zone code 22,17,destination zone code 17,1,car is available for this trip,S1_TPL012,2026-03-28T20:43:11.429851+00:00,290,109,184,133,250,145
ai_run_03,3,46,SMAI03_0046,390,51,0,survey stratum 0,2,3,purpose code 3,1,first class,7,ticket category code 7,1,payer code 1,1,luggage code 1,5,age code 5,1,male,2,income code 2,1,has a GA travelcard,25,origin zone code 25,22,destination zone code 22,1,car is available for this trip,S0_TPL170,2026-03-28T20:43:11.433855+00:00,90,0,79,0,90,55
ai_run_03,3,47,SMAI03_0047,315,275,0,survey stratum 0,2,3,purpose code 3,0,second class,6,ticket category code 6,1,payer code 1,1,luggage code 1,5,age code 5,1,male,2,income code 2,1,has a GA travelcard,1,origin zone code 1,25,destination zone code 25,0,car is not available for this trip,S0_TPL012,2026-03-28T20:43:11.435468+00:00,122,0,77,0,0,0
ai_run_03,3,48,SMAI03_0048,23,369,0,survey stratum 0,2,1,purpose code 1,0,second class,3,ticket category code 3,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,15,origin zone code 15,1,destination zone code 1,1,car is available for this trip,S0_TPL091,2026-03-28T20:43:11.437520+00:00,161,83,53,108,200,145
ai_run_03,3,49,SMAI03_0049,91,282,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,1,luggage code 1,1,age code 1,1,male,2,income code 2,1,has a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S0_TPL012,2026-03-28T20:43:11.438545+00:00,96,0,72,0,70,50
ai_run_03,3,50,SMAI03_0050,786,823,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,25,destination zone code 25,1,car is available for this trip,S1_TPL016,2026-03-28T20:43:11.439578+00:00,247,109,80,136,260,165
ai_run_03,3,51,SMAI03_0051,575,908,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL133,2026-03-28T20:43:11.442678+00:00,217,176,104,218,160,105
ai_run_03,3,52,SMAI03_0052,893,573,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S1_TPL018,2026-03-28T20:43:11.443706+00:00,176,46,124,53,130,65
ai_run_03,3,53,SMAI03_0053,92,3,0,survey stratum 0,2,1,purpose code 1,1,first class,6,ticket category code 6,2,payer code 2,1,luggage code 1,2,age code 2,1,male,2,income code 2,1,has a GA travelcard,1,origin zone code 1,17,destination zone code 17,1,car is available for this trip,S0_TPL003,2026-03-28T20:43:11.444738+00:00,51,0,27,0,105,50
ai_run_03,3,54,SMAI03_0054,331,262,0,survey stratum 0,2,3,purpose code 3,0,second class,7,ticket category code 7,1,payer code 1,1,luggage code 1,5,age code 5,0,female,1,income code 1,1,has a GA travelcard,17,origin zone code 17,1,destination zone code 1,0,car is not available for this trip,S0_TPL092,2026-03-28T20:43:11.446815+00:00,88,0,35,0,0,0
ai_run_03,3,55,SMAI03_0055,674,469,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,1,payer code 1,0,no luggage,4,age code 4,1,male,2,income code 2,0,does not have a GA travelcard,25,origin zone code 25,2,destination zone code 2,1,car is available for this trip,S1_TPL026,2026-03-28T20:43:11.448819+00:00,54,33,30,45,50,30
ai_run_03,3,56,SMAI03_0056,275,301,0,survey stratum 0,2,3,purpose code 3,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,1,age code 1,0,female,1,income code 1,0,does not have a GA travelcard,17,origin zone code 17,1,destination zone code 1,0,car is not available for this trip,S0_TPL083,2026-03-28T20:43:11.450894+00:00,102,2600,91,3380,0,0
ai_run_03,3,57,SMAI03_0057,878,793,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL023,2026-03-28T20:43:11.451897+00:00,172,90,64,110,160,115
ai_run_03,3,58,SMAI03_0058,696,483,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,2,age code 2,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,17,destination zone code 17,1,car is available for this trip,S1_TPL066,2026-03-28T20:43:11.452896+00:00,129,68,74,81,100,70
ai_run_03,3,59,SMAI03_0059,829,790,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S1_TPL045,2026-03-28T20:43:11.454848+00:00,221,94,108,118,160,100
ai_run_03,3,60,SMAI03_0060,930,838,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,3,payer code 3,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL005,2026-03-28T20:43:11.455353+00:00,164,176,56,218,200,130
ai_run_03,3,61,SMAI03_0061,710,556,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,25,destination zone code 25,1,car is available for this trip,S1_TPL013,2026-03-28T20:43:11.456382+00:00,98,25,45,32,60,40
ai_run_03,3,62,SMAI03_0062,764,719,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,1,origin zone code 1,22,destination zone code 22,1,car is available for this trip,S1_TPL006,2026-03-28T20:43:11.456899+00:00,283,112,150,140,240,140
ai_run_03,3,63,SMAI03_0063,813,861,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,1,luggage code 1,2,age code 2,1,male,2,income code 2,0,does not have a GA travelcard,2,origin zone code 2,1,destination zone code 1,1,car is available for this trip,S1_TPL003,2026-03-28T20:43:11.457925+00:00,112,136,57,161,80,55
ai_run_03,3,64,SMAI03_0064,753,590,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL096,2026-03-28T20:43:11.459975+00:00,215,56,163,64,170,95
ai_run_03,3,65,SMAI03_0065,219,219,0,survey stratum 0,2,3,purpose code 3,0,second class,1,ticket category code 1,1,payer code 1,0,no luggage,2,age code 2,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,25,destination zone code 25,0,car is not available for this trip,S0_TPL150,2026-03-28T20:43:11.462526+00:00,229,64,100,80,0,0
ai_run_03,3,66,SMAI03_0066,467,916,1,survey stratum 1,3,1,purpose code 1,0,second class,3,ticket category code 3,1,payer code 1,1,luggage code 1,3,age code 3,0,female,2,income code 2,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S1_TPL104,2026-03-28T20:43:11.465130+00:00,220,184,165,210,180,105
ai_run_03,3,67,SMAI03_0067,492,495,1,survey stratum 1,3,1,purpose code 1,1,first class,1,ticket category code 1,2,payer code 2,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL138,2026-03-28T20:43:11.467172+00:00,127,153,72,182,130,70
ai_run_03,3,68,SMAI03_0068,882,844,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,25,origin zone code 25,1,destination zone code 1,1,car is available for this trip,S1_TPL001,2026-03-28T20:43:11.468680+00:00,243,184,167,218,200,125
ai_run_03,3,69,SMAI03_0069,917,847,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,1,luggage code 1,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,15,origin zone code 15,25,destination zone code 25,1,car is available for this trip,S1_TPL007,2026-03-28T20:43:11.469689+00:00,200,210,71,245,210,120
ai_run_03,3,70,SMAI03_0070,20,322,0,survey stratum 0,2,1,purpose code 1,0,second class,2,ticket category code 2,2,payer code 2,1,luggage code 1,2,age code 2,0,female,1,income code 1,0,does not have a GA travelcard,1,origin zone code 1,2,destination zone code 2,1,car is available for this trip,S0_TPL143,2026-03-28T20:43:11.471691+00:00,286,2600,157,3380,270,95
ai_run_03,3,71,SMAI03_0071,58,242,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,1,luggage code 1,1,age code 1,1,male,4,income code 4,0,does not have a GA travelcard,17,origin zone code 17,20,destination zone code 20,1,car is available for this trip,S0_TPL062,2026-03-28T20:43:11.473691+00:00,67,25,43,31,60,40
ai_run_03,3,72,SMAI03_0072,867,772,1,survey stratum 1,3,3,purpose code 3,1,first class,3,ticket category code 3,2,payer code 2,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,11,destination zone code 11,1,car is available for this trip,S1_TPL005,2026-03-28T20:43:11.474692+00:00,207,105,103,127,190,140
ai_run_03,3,73,SMAI03_0073,810,506,1,survey stratum 1,3,3,purpose code 3,1,first class,1,ticket category code 1,3,payer code 3,0,no luggage,4,age code 4,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,22,destination zone code 22,1,car is available for this trip,S1_TPL138,2026-03-28T20:43:11.477693+00:00,265,218,162,256,220,115
ai_run_03,3,74,SMAI03_0074,590,839,1,survey stratum 1,3,3,purpose code 3,0,second class,1,ticket category code 1,3,payer code 3,1,luggage code 1,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,2,origin zone code 2,20,destination zone code 20,1,car is available for this trip,S1_TPL008,2026-03-28T20:43:11.478692+00:00,196,176,88,210,170,120
ai_run_03,3,75,SMAI03_0075,496,508,1,survey stratum 1,3,1,purpose code 1,1,first class,3,ticket category code 3,1,payer code 1,0,no luggage,3,age code 3,1,male,3,income code 3,0,does not have a GA travelcard,22,origin zone code 22,1,destination zone code 1,1,car is available for this trip,S1_TPL018,2026-03-28T20:43:11.479815+00:00,193,184,85,218,210,110
ai_run_03,3,76,SMAI03_0076,59,91,0,survey stratum 0,2,1,purpose code 1,0,second class,8,ticket category code 8,2,payer code 2,1,luggage code 1,3,age code 3,0,female,3,income code 3,0,does not have a GA travelcard,17,origin zone code 17,22,destination zone code 22,1,car is available for this trip,S0_TPL149,2026-03-28T20:43:11.482812+00:00,77,4200,22,5460,90,120
