experiment_name,persona_id,task_id,task_index,choice_label,chosen_alternative_id,chosen_alternative_name,is_valid_choice,female,gender_text,age_band,age_years,income_band,metropolis,metropolis_text,household_cars,accessible_bikes,pt_pass,pt_pass_text
20260326_sd_persona_nonthink_qwen35_4b_v1,P018,SD04,4,C,walking,Walking,1,0,male,68_plus,70,500_1999_eur,0,large city,0,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P018,SD06,5,C,walking,Walking,1,0,male,68_plus,70,500_1999_eur,0,large city,0,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P019,SD01,1,D,private_car,Private Car,1,1,female,30_39,39,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P019,SD02,2,D,private_car,Private Car,1,1,female,30_39,39,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P019,SD03,3,D,private_car,Private Car,1,1,female,30_39,39,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P019,SD04,4,D,private_car,Private Car,1,1,female,30_39,39,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P019,SD06,5,D,private_car,Private Car,1,1,female,30_39,39,4000_plus_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P020,SD01,1,C,walking,Walking,1,1,female,50_59,53,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P020,SD02,2,C,walking,Walking,1,1,female,50_59,53,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P020,SD03,3,C,walking,Walking,1,1,female,50_59,53,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P020,SD04,4,C,walking,Walking,1,1,female,50_59,53,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P020,SD06,5,C,walking,Walking,1,1,female,50_59,53,2000_3999_eur,1,metropolis,0,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P021,SD01,1,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P021,SD02,2,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P021,SD03,3,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P021,SD04,4,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P021,SD06,5,D,private_car,Private Car,1,0,male,40_49,48,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P022,SD01,1,D,private_car,Private Car,1,0,male,18_29,26,4000_plus_eur,0,large city,1,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P022,SD02,2,D,private_car,Private Car,1,0,male,18_29,26,4000_plus_eur,0,large city,1,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P022,SD03,3,D,private_car,Private Car,1,0,male,18_29,26,4000_plus_eur,0,large city,1,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P022,SD04,4,D,private_car,Private Car,1,0,male,18_29,26,4000_plus_eur,0,large city,1,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P022,SD06,5,D,private_car,Private Car,1,0,male,18_29,26,4000_plus_eur,0,large city,1,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P023,SD01,1,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P023,SD02,2,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P023,SD03,3,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P023,SD04,4,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P023,SD06,5,D,private_car,Private Car,1,0,male,50_59,53,2000_3999_eur,0,large city,2,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P024,SD01,1,D,private_car,Private Car,1,0,male,50_59,55,2000_3999_eur,0,large city,2,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P024,SD02,2,D,private_car,Private Car,1,0,male,50_59,55,2000_3999_eur,0,large city,2,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P024,SD03,3,D,private_car,Private Car,1,0,male,50_59,55,2000_3999_eur,0,large city,2,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P024,SD04,4,D,private_car,Private Car,1,0,male,50_59,55,2000_3999_eur,0,large city,2,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P024,SD06,5,D,private_car,Private Car,1,0,male,50_59,55,2000_3999_eur,0,large city,2,3,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P025,SD01,1,D,private_car,Private Car,1,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P025,SD02,2,D,private_car,Private Car,1,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P025,SD03,3,D,private_car,Private Car,1,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P025,SD04,4,D,private_car,Private Car,1,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P025,SD06,5,D,private_car,Private Car,1,0,male,50_59,51,2000_3999_eur,0,large city,1,2,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P026,SD01,1,D,private_car,Private Car,1,0,male,60_67,66,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P026,SD02,2,D,private_car,Private Car,1,0,male,60_67,66,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P026,SD03,3,D,private_car,Private Car,1,0,male,60_67,66,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P026,SD04,4,D,private_car,Private Car,1,0,male,60_67,66,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P026,SD06,5,D,private_car,Private Car,1,0,male,60_67,66,2000_3999_eur,1,metropolis,2,0,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P027,SD01,1,D,private_car,Private Car,1,1,female,50_59,54,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P027,SD02,2,D,private_car,Private Car,1,1,female,50_59,54,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P027,SD03,3,D,private_car,Private Car,1,1,female,50_59,54,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P027,SD04,4,D,private_car,Private Car,1,1,female,50_59,54,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P027,SD06,5,D,private_car,Private Car,1,1,female,50_59,54,500_1999_eur,1,metropolis,1,1,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P028,SD01,1,B,bikesharing,Bike Sharing,1,0,male,30_39,36,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P028,SD02,2,B,bikesharing,Bike Sharing,1,0,male,30_39,36,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P028,SD03,3,D,private_car,Private Car,1,0,male,30_39,36,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P028,SD04,4,D,private_car,Private Car,1,0,male,30_39,36,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P028,SD06,5,D,private_car,Private Car,1,0,male,30_39,36,2000_3999_eur,1,metropolis,1,3,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P029,SD01,1,C,walking,Walking,1,1,female,68_plus,79,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P029,SD02,2,C,walking,Walking,1,1,female,68_plus,79,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P029,SD03,3,C,walking,Walking,1,1,female,68_plus,79,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P029,SD04,4,C,walking,Walking,1,1,female,68_plus,79,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P029,SD06,5,C,walking,Walking,1,1,female,68_plus,79,500_1999_eur,1,metropolis,0,1,1,holds a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P030,SD01,1,D,private_car,Private Car,1,0,male,30_39,35,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P030,SD02,2,D,private_car,Private Car,1,0,male,30_39,35,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P030,SD03,3,D,private_car,Private Car,1,0,male,30_39,35,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P030,SD04,4,D,private_car,Private Car,1,0,male,30_39,35,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass
20260326_sd_persona_nonthink_qwen35_4b_v1,P030,SD06,5,D,private_car,Private Car,1,0,male,30_39,35,4000_plus_eur,1,metropolis,1,2,0,does not hold a public transport pass
