model_key,block_template_id,task_index,task_role,pair_id,manipulation_type,n_repeats,exact_repeat_flip_rate,response_entropy
mlx_qwen35_0p8b,Q8T0009,16,dominance,DOM_2,dominance,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,1,core,CORE_1,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,2,core,CORE_2,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,3,core,CORE_3,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,4,core,CORE_4,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,5,core,CORE_5,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,6,core,CORE_6,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,15,dominance,DOM_1,dominance,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0010,16,dominance,DOM_2,dominance,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,1,core,CORE_1,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,2,core,CORE_2,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,3,core,CORE_3,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,4,core,CORE_4,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,5,core,CORE_5,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,6,core,CORE_6,core,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,15,dominance,DOM_1,dominance,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0011,16,dominance,DOM_2,dominance,4,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,1,core,CORE_1,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,2,core,CORE_2,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,3,core,CORE_3,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,4,core,CORE_4,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,5,core,CORE_5,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,6,core,CORE_6,core,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,7,paraphrase_twin,PARA_1,paraphrase,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,8,paraphrase_twin,PARA_2,paraphrase,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,9,label_mask_twin,LABEL_1,label_mask,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,10,label_mask_twin,LABEL_2,label_mask,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,11,order_twin,ORDER_1,order_randomization,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,12,order_twin,ORDER_2,order_randomization,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,13,monotonicity,MONO_1,monotonicity,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,14,monotonicity,MONO_2,monotonicity,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,15,dominance,DOM_1,dominance,2,0.0,-0.0
mlx_qwen35_0p8b,Q8T0012,16,dominance,DOM_2,dominance,2,0.0,-0.0
