model_key,model_is_deepseek,respondent_id,block_template_id,run_repeat,human_respondent_id,normalized_weight,prompt_arm,semantic_arm,prompt_family,prompt_family_naturalistic,task_index,task_role,pair_id,manipulation_type,anchor_task_index,block_complexity_mean,age_30_less,high_education,ScaledIncome,CAR_AVAILABLE,alternative_name,alternative_code,display_label,display_position,chosen,observed_choice_code,is_valid_task_response,alt_available,alt_time,alt_waiting,alt_cost,alt_distance,target_alternative_name,dominated_alternative_name
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,5,core,CORE_5,core,-1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,19.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,55.0,0.0,5.0,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.54,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,14.5,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,180.0,41.0,26.4,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,45.0,0.0,6.35,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,44.5,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,70.0,14.0,0.0,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.75,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,21.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,275.0,57.0,18.3,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,71.0,0.0,9.1,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,58.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,54.0,0.0,2.2,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,22.0,0.0,2.44,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,PT,0,B,2,0,1,1,1,96.0,18.0,4.4,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,CAR,1,A,1,1,1,1,1,27.0,0.0,2.98,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,19.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,PT,0,B,2,0,1,1,1,55.0,0.0,5.0,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,CAR,1,A,1,1,1,1,0,26.0,0.0,2.54,0.0,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,14.5,,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,180.0,41.0,26.4,0.0,CAR,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,56.25,0.0,7.9375,0.0,CAR,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,44.5,CAR,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,87.5,17.5,0.0,0.0,PT,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.75,0.0,PT,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,21.0,PT,
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,275.0,57.0,18.3,0.0,,PT
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,71.0,0.0,9.1,0.0,,PT
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,58.0,,PT
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,54.0,10.0,8.44,0.0,,PT
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,22.0,0.0,2.44,0.0,,PT
deepseek_r1_8b,1,DS0001_R1,DST0001,1,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,1,core,CORE_1,core,-1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,180.0,41.0,26.4,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,1,core,CORE_1,core,-1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,45.0,0.0,6.35,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,1,core,CORE_1,core,-1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,44.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,2,core,CORE_2,core,-1,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,70.0,14.0,0.0,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,2,core,CORE_2,core,-1,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.75,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,2,core,CORE_2,core,-1,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,21.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,3,core,CORE_3,core,-1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,275.0,57.0,18.3,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,3,core,CORE_3,core,-1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,71.0,0.0,9.1,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,3,core,CORE_3,core,-1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,58.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,4,core,CORE_4,core,-1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,54.0,0.0,2.2,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,4,core,CORE_4,core,-1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,22.0,0.0,2.44,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,4,core,CORE_4,core,-1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,5,core,CORE_5,core,-1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,96.0,18.0,4.4,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,5,core,CORE_5,core,-1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,27.0,0.0,2.98,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,5,core,CORE_5,core,-1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,19.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,55.0,0.0,5.0,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.54,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,6,core,CORE_6,core,-1,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,14.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,180.0,41.0,26.4,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,45.0,0.0,6.35,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,7,paraphrase_twin,PARA_1,paraphrase,1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,44.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,70.0,14.0,0.0,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.75,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,8,paraphrase_twin,PARA_2,paraphrase,2,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,21.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,275.0,57.0,18.3,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,71.0,0.0,9.1,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,9,label_mask_twin,LABEL_1,label_mask,3,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,58.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,54.0,0.0,2.2,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,22.0,0.0,2.44,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,10,label_mask_twin,LABEL_2,label_mask,4,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,PT,0,B,2,0,1,1,1,96.0,18.0,4.4,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,CAR,1,A,1,1,1,1,1,27.0,0.0,2.98,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,11,order_twin,ORDER_1,order_randomization,5,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,19.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,PT,0,B,2,0,1,1,1,55.0,0.0,5.0,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,CAR,1,A,1,1,1,1,0,26.0,0.0,2.54,0.0,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,12,order_twin,ORDER_2,order_randomization,6,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,14.5,,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,180.0,41.0,26.4,0.0,CAR,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,56.25,0.0,7.9375,0.0,CAR,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,13,monotonicity,MONO_1,monotonicity,1,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,44.5,CAR,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,PT,0,A,1,1,0,1,1,87.5,17.5,0.0,0.0,PT,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,CAR,1,B,2,0,0,1,0,26.0,0.0,2.75,0.0,PT,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,14,monotonicity,MONO_2,monotonicity,2,0.4104562115491734,1,0,2.0,0,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,21.0,PT,
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,275.0,57.0,18.3,0.0,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,71.0,0.0,9.1,0.0,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,15,dominance,DOM_1,dominance,3,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,58.0,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,PT,0,A,1,1,0,1,1,54.0,10.0,8.44,0.0,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,CAR,1,B,2,0,0,1,1,22.0,0.0,2.44,0.0,,PT
deepseek_r1_8b,1,DS0001_R2,DST0001,2,H0497,2.029711386372872,semantic_arm,1,naturalistic,1,16,dominance,DOM_2,dominance,4,0.4104562115491734,1,0,2.0,1,SLOW_MODES,2,C,3,0,0,1,1,0.0,0.0,0.0,18.5,,PT
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,15.0,0.0,0.0,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,10.0,0.0,1.23,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,1,core,CORE_1,core,-1,0.4925296317544854,0,1,15.0,1,SLOW_MODES,2,C,3,0,1,1,1,0.0,0.0,0.0,7.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0.4925296317544854,0,1,15.0,1,PT,0,A,1,0,1,1,1,63.0,9.0,12.4,0.0,,
qwen3.5_9b,0,QW0001_R1,QWT0001,1,H0151,0.2545934244605354,semantic_arm,1,concise,0,2,core,CORE_2,core,-1,0.4925296317544854,0,1,15.0,1,CAR,1,B,2,1,1,1,1,24.0,0.0,2.71,0.0,,
