model_key,respondent_id,task_index,task_role,pair_id,manipulation_type,anchor_task_index,choice_label,choice_code,chosen_alternative_name,confidence,top_attribute_1,top_attribute_2,dominated_option_seen,semantic_labels,option_order,target_alternative_name,dominated_alternative_name,is_valid_task_response,duration_sec
deepseek_r1_8b,DS0002,16,dominance,DOM_2,dominance,8,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,PT,1,0.9227895
deepseek_r1_8b,DS0003,1,core,CORE_1,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.7865282
deepseek_r1_8b,DS0003,2,core,CORE_2,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8387237
deepseek_r1_8b,DS0003,3,core,CORE_3,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8488272
deepseek_r1_8b,DS0003,4,core,CORE_4,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8265447
deepseek_r1_8b,DS0003,5,core,CORE_5,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8463075
deepseek_r1_8b,DS0003,6,core,CORE_6,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8101404
deepseek_r1_8b,DS0003,7,core,CORE_7,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8370406
deepseek_r1_8b,DS0003,8,core,CORE_8,core,-1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8404472
deepseek_r1_8b,DS0003,9,label_mask_twin,LABEL_1,label_mask,1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8582018
deepseek_r1_8b,DS0003,10,label_mask_twin,LABEL_2,label_mask,2,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.87695
deepseek_r1_8b,DS0003,11,order_twin,ORDER_1,order_randomization,3,A,2,SLOW_MODES,4,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,0.8525734
deepseek_r1_8b,DS0003,12,order_twin,ORDER_2,order_randomization,4,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,0.8738401
deepseek_r1_8b,DS0003,13,monotonicity,MONO_1,monotonicity,5,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.8716797
deepseek_r1_8b,DS0003,14,monotonicity,MONO_2,monotonicity,6,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.8747418
deepseek_r1_8b,DS0003,15,dominance,DOM_1,dominance,7,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,0.9088445
deepseek_r1_8b,DS0003,16,dominance,DOM_2,dominance,8,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,0.9027701
deepseek_r1_8b,DS0004,1,core,CORE_1,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8214516
deepseek_r1_8b,DS0004,2,core,CORE_2,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8299279
deepseek_r1_8b,DS0004,3,core,CORE_3,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.7927476
deepseek_r1_8b,DS0004,4,core,CORE_4,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8244137
deepseek_r1_8b,DS0004,5,core,CORE_5,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8374421
deepseek_r1_8b,DS0004,6,core,CORE_6,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8508169
deepseek_r1_8b,DS0004,7,core,CORE_7,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.844206
deepseek_r1_8b,DS0004,8,core,CORE_8,core,-1,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.8136862
deepseek_r1_8b,DS0004,9,label_mask_twin,LABEL_1,label_mask,1,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8539525
deepseek_r1_8b,DS0004,10,label_mask_twin,LABEL_2,label_mask,2,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.8616175
deepseek_r1_8b,DS0004,11,order_twin,ORDER_1,order_randomization,3,A,2,SLOW_MODES,4,travel_time,cost,False,0,SLOW_MODES|PT|CAR,,,1,0.8630742
deepseek_r1_8b,DS0004,12,order_twin,ORDER_2,order_randomization,4,A,1,CAR,4,travel_time,cost,False,0,CAR|PT|SLOW_MODES,,,1,0.8622207
deepseek_r1_8b,DS0004,13,monotonicity,MONO_1,monotonicity,5,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,PT,,1,0.9565004
deepseek_r1_8b,DS0004,14,monotonicity,MONO_2,monotonicity,6,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,CAR,,1,1.0198201
deepseek_r1_8b,DS0004,15,dominance,DOM_1,dominance,7,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,PT,1,0.917234
deepseek_r1_8b,DS0004,16,dominance,DOM_2,dominance,8,A,0,PT,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,PT,1,0.907314
