model_key,block_template_id,pair_id,manipulation_type,anchor_task_index,intervention_gap_tv,randomness_envelope,excess_intervention_gap,anchor_modal_choice,twin_modal_choice
gemma4_31b_awq,GMT0012,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0012,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0012,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0012,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0012,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0012,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0013,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0014,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0015,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0016,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0017,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0018,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0019,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0020,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0021,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0021,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0021,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0021,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0021,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0021,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0022,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0023,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0024,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0024,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0024,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0024,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0024,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0024,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0025,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0026,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0027,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0028,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0029,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0030,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0031,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0032,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0032,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0032,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0032,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0032,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0032,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0033,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0034,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0035,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0036,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0036,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0036,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0036,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0036,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0036,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0037,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0038,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0039,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0039,LABEL_2,label_mask,4,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0039,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0039,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0039,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0039,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0040,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0041,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0041,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0041,ORDER_1,order_randomization,5,0.0,0.0,0.0,2,2
gemma4_31b_awq,GMT0041,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0041,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0041,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0042,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0042,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0042,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0042,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0042,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0042,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0043,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0044,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0045,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0046,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,LABEL_1,label_mask,3,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,PARA_1,paraphrase,1,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0047,PARA_2,paraphrase,2,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0048,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0048,LABEL_2,label_mask,4,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0048,ORDER_1,order_randomization,5,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0048,ORDER_2,order_randomization,6,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0048,PARA_1,paraphrase,1,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0048,PARA_2,paraphrase,2,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0049,LABEL_1,label_mask,3,0.0,0.0,0.0,0,0
gemma4_31b_awq,GMT0049,LABEL_2,label_mask,4,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0049,ORDER_1,order_randomization,5,0.0,0.0,0.0,1,1
gemma4_31b_awq,GMT0049,ORDER_2,order_randomization,6,0.0,0.0,0.0,1,1
