model_key,block_template_id,task_index,task_role,pair_id,manipulation_type,n_repeats,exact_repeat_flip_rate,response_entropy
gpt_oss_120b,GOT0004,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0004,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0004,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0004,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0004,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0004,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0005,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0005,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0005,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0005,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0005,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0005,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0005,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0005,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0005,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0005,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0005,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0006,1,core,CORE_1,core,4,0.6666666666666666,0.6931471805599453
gpt_oss_120b,GOT0006,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0006,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0006,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0006,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0006,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0006,7,paraphrase_twin,PARA_1,paraphrase,4,0.6666666666666666,0.6931471805599453
gpt_oss_120b,GOT0006,8,paraphrase_twin,PARA_2,paraphrase,4,0.5,0.5623351446188083
gpt_oss_120b,GOT0006,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0006,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0006,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0006,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0006,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0006,14,monotonicity,MONO_2,monotonicity,4,0.5,0.5623351446188083
gpt_oss_120b,GOT0006,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0006,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0007,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0007,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0007,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0007,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0007,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0007,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0007,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0007,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0007,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0007,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0007,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0008,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0008,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0008,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0008,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0008,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0008,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0008,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0008,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0008,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0008,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0008,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0009,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0009,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0009,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0009,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0009,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0009,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0009,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0009,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0009,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0009,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0009,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0010,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0010,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0010,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0010,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0010,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0010,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0010,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0010,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0010,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0010,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0010,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0011,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0011,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0011,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0011,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0011,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0011,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0011,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0011,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0011,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0011,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0011,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0012,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0012,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0012,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0012,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0012,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0012,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0012,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0012,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0012,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0012,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0012,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0013,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0013,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0013,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0013,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0013,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0013,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0013,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0013,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0013,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0013,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0013,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0014,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0014,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0014,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0014,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0014,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0014,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0014,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0014,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0014,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0014,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0014,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0015,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0015,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0015,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0015,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0015,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0015,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0015,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0015,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0015,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0015,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0015,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0016,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0016,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0016,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0016,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0016,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0016,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0016,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0016,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0016,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0016,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0016,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0017,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0017,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0017,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0017,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0017,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0017,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0017,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0017,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0017,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0017,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0017,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0018,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0018,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0018,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0018,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0018,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0018,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0018,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0018,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0018,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0018,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0018,16,dominance,DOM_2,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0019,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0019,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0019,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0019,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0019,10,label_mask_twin,LABEL_2,label_mask,4,0.0,-0.0
gpt_oss_120b,GOT0019,11,order_twin,ORDER_1,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0019,12,order_twin,ORDER_2,order_randomization,4,0.0,-0.0
gpt_oss_120b,GOT0019,13,monotonicity,MONO_1,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0019,14,monotonicity,MONO_2,monotonicity,4,0.0,-0.0
gpt_oss_120b,GOT0019,15,dominance,DOM_1,dominance,4,0.0,-0.0
gpt_oss_120b,GOT0019,16,dominance,DOM_2,dominance,4,0.6666666666666666,0.6931471805599453
gpt_oss_120b,GOT0020,1,core,CORE_1,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,2,core,CORE_2,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,3,core,CORE_3,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,4,core,CORE_4,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,5,core,CORE_5,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,6,core,CORE_6,core,4,0.0,-0.0
gpt_oss_120b,GOT0020,7,paraphrase_twin,PARA_1,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0020,8,paraphrase_twin,PARA_2,paraphrase,4,0.0,-0.0
gpt_oss_120b,GOT0020,9,label_mask_twin,LABEL_1,label_mask,4,0.0,-0.0
